Team,Year,Sport,Medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,Bronze
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,Gold
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,Gold
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,Bronze
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,Bronze
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,No medal
United States,2016,Shooting,Gold
United States,2016,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Bronze
United States,2020,Shooting,Silver
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Bronze
United States,2020,Shooting,Gold
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Gold
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Silver
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Gold
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,Silver
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2020,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,Gold
United States,2024,Shooting,Silver
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,Silver
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,Silver
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,Bronze
United States,2024,Shooting,Silver
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,2024,Shooting,No medal
United States,1896,Swimming,No medal
United States,1896,Swimming,No medal
United States,1900,Swimming,No medal
United States,1900,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,Silver
United States,1904,Swimming,Bronze
United States,1904,Swimming,Silver
United States,1904,Swimming,Gold
United States,1904,Swimming,Gold
United States,1904,Swimming,Gold
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,Bronze
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,Bronze
United States,1904,Swimming,Silver
United States,1904,Swimming,Bronze
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1904,Swimming,No medal
United States,1906,Swimming,No medal
United States,1906,Swimming,No medal
United States,1906,Swimming,Gold
United States,1906,Swimming,No medal
United States,1906,Swimming,No medal
United States,1906,Swimming,No medal
United States,1906,Swimming,No medal
United States,1906,Swimming,No medal
United States,1908,Swimming,Gold
United States,1908,Swimming,Bronze
United States,1908,Swimming,No medal
United States,1908,Swimming,No medal
United States,1908,Swimming,No medal
United States,1908,Swimming,No medal
United States,1908,Swimming,Bronze
United States,1908,Swimming,No medal
United States,1908,Swimming,No medal
United States,1908,Swimming,Bronze
United States,1908,Swimming,No medal
United States,1908,Swimming,Bronze
United States,1908,Swimming,No medal
United States,1908,Swimming,No medal
United States,1912,Swimming,No medal
United States,1912,Swimming,Silver
United States,1912,Swimming,Gold
United States,1912,Swimming,Bronze
United States,1912,Swimming,Silver
United States,1912,Swimming,Gold
United States,1912,Swimming,Silver
United States,1912,Swimming,No medal
United States,1912,Swimming,No medal
United States,1912,Swimming,No medal
United States,1912,Swimming,Silver
United States,1912,Swimming,No medal
United States,1912,Swimming,No medal
United States,1912,Swimming,No medal
United States,1912,Swimming,No medal
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Silver
United States,1920,Swimming,Gold
United States,1920,Swimming,Bronze
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Silver
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,Silver
United States,1920,Swimming,No medal
United States,1920,Swimming,Silver
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Gold
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,Gold
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Bronze
United States,1920,Swimming,Bronze
United States,1920,Swimming,Gold
United States,1920,Swimming,No medal
United States,1920,Swimming,No medal
United States,1920,Swimming,Silver
United States,1920,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,No medal
United States,1924,Swimming,Gold
United States,1924,Swimming,No medal
United States,1924,Swimming,No medal
United States,1924,Swimming,Gold
United States,1924,Swimming,Bronze
United States,1924,Swimming,Bronze
United States,1924,Swimming,Gold
United States,1924,Swimming,Silver
United States,1924,Swimming,Gold
United States,1924,Swimming,No medal
United States,1924,Swimming,Gold
United States,1924,Swimming,Silver
United States,1924,Swimming,Bronze
United States,1924,Swimming,Gold
United States,1924,Swimming,Bronze
United States,1924,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,No medal
United States,1924,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,Bronze
United States,1924,Swimming,No medal
United States,1924,Swimming,Gold
United States,1924,Swimming,No medal
United States,1924,Swimming,No medal
United States,1924,Swimming,Silver
United States,1924,Swimming,Silver
United States,1924,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,Gold
United States,1924,Swimming,Silver
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,Gold
United States,1928,Swimming,No medal
United States,1928,Swimming,Bronze
United States,1928,Swimming,No medal
United States,1928,Swimming,Silver
United States,1928,Swimming,Gold
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,No medal
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,No medal
United States,1928,Swimming,Gold
United States,1928,Swimming,Silver
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,Bronze
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,No medal
United States,1928,Swimming,No medal
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,Gold
United States,1928,Swimming,Bronze
United States,1928,Swimming,Gold
United States,1932,Swimming,Silver
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,Gold
United States,1932,Swimming,No medal
United States,1932,Swimming,Bronze
United States,1932,Swimming,Silver
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,Bronze
United States,1932,Swimming,Gold
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,Gold
United States,1932,Swimming,Gold
United States,1932,Swimming,Silver
United States,1932,Swimming,No medal
United States,1932,Swimming,Silver
United States,1932,Swimming,No medal
United States,1932,Swimming,Silver
United States,1932,Swimming,Gold
United States,1932,Swimming,Gold
United States,1932,Swimming,Gold
United States,1932,Swimming,No medal
United States,1932,Swimming,Gold
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1932,Swimming,Bronze
United States,1932,Swimming,No medal
United States,1932,Swimming,No medal
United States,1936,Swimming,Bronze
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,Silver
United States,1936,Swimming,Bronze
United States,1936,Swimming,Silver
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,No medal
United States,1936,Swimming,Silver
