,Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,participation_count_before_award
230126,William Cox,M,United States,USA,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,678
230127,Joseph Crockett,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold,679
230130,Dudley Degroot,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,680
230131,Clarence Demar,M,United States,USA,1924,Paris,Athletics,Athletics Men's Marathon,Bronze,681
230132,Ulise Desjardins,M,United States,USA,1924,Paris,Diving,Diving Men's Springboard,Silver,682
230135,Robert Devereaux,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,683
230136,Marcus Dinwiddie,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,684
230137,George Dixon,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,685
230140,Sloan Doak,M,United States,USA,1924,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,686
230143,Charles Jr.,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,687
230144,Euphrasia -berlin),F,United States,USA,1924,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,688
230148,Gertrude Ederle,F,United States,USA,1924,Paris,Swimming,Swimming Women's 100 metres Freestyle,Bronze,689
230149,Gertrude Ederle,F,United States,USA,1924,Paris,Swimming,Swimming Women's 400 metres Freestyle,Bronze,690
230150,Gertrude Ederle,F,United States,USA,1924,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,691
230151,Schuyler Enck,M,United States,USA,1924,Paris,Athletics,Athletics Men's 800 metres,Bronze,692
230153,Fred Sr.,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,693
230155,August (fagerstrm-),M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver,694
230156,David Fall,M,United States,USA,1924,Paris,Diving,Diving Men's Platform,Silver,695
230157,Linn Farish,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,696
230160,Raymond Fee,M,United States,USA,1924,Paris,Boxing,Boxing Men's Flyweight,Bronze,697
230165,Dennis Fenton,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze,698
230168,John (finkelstein-),M,United States,USA,1924,Paris,Boxing,Boxing Men's Featherweight,Gold,699
230170,Morris Fisher,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",Gold,700
230171,Morris Fisher,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold,701
230172,Horatio Fitch,M,United States,USA,1924,Paris,Athletics,Athletics Men's 400 metres,Silver,702
230174,Caroline (-metten),F,United States,USA,1924,Paris,Diving,Diving Women's Springboard,Bronze,703
230181,Agnes (-mcandrews),F,United States,USA,1924,Paris,Swimming,Swimming Women's 200 metres Breaststroke,Silver,704
230182,Robert Gerhardt,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Fours,Bronze,705
230185,William Gilmore,M,United States,USA,1924,Paris,Rowing,Rowing Men's Single Sculls,Silver,706
230186,Harrison Glancy,M,United States,USA,1924,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,707
230188,Edward Gourdin,M,United States,USA,1924,Paris,Athletics,Athletics Men's Long Jump,Silver,708
230189,Edward Graff,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,709
230190,Glenn Graham,M,United States,USA,1924,Paris,Athletics,Athletics Men's Pole Vault,Silver,710
230194,John Gray,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver,711
230205,Samuel Hartranft,M,United States,USA,1924,Paris,Athletics,Athletics Men's Shot Put,Silver,712
230207,Alan Helffrich,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,713
230209,James Henigan,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver,714
230213,Ralph Hills,M,United States,USA,1924,Paris,Athletics,Athletics Men's Shot Put,Bronze,715
230214,Sidney Hinds,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold,716
230215,Bryan Hines,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,717
230217,Thomas Jr.,M,United States,USA,1924,Paris,Polo,Polo Men's Polo,Silver,718
230221,Oliver Horn,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,719
230223,Lemuel Houser,M,United States,USA,1924,Paris,Athletics,Athletics Men's Shot Put,Gold,720
230224,Lemuel Houser,M,United States,USA,1924,Paris,Athletics,Athletics Men's Discus Throw,Gold,721
230226,Richard Howell,M,United States,USA,1924,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,722
230227,William Hubbard,M,United States,USA,1924,Paris,Athletics,Athletics Men's Long Jump,Gold,723
230229,Frank Hughes,M,United States,USA,1924,Paris,Shooting,Shooting Men's Trap,Bronze,724
230230,Frank Hughes,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,725
230232,Francis Hussey,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,726
230233,Frank Jr.,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,727
230234,Sidney Jelinek,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Fours,Bronze,728
230235,Edward Jennings,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Pairs,Bronze,729
230250,Robert Johnson,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Individual",Bronze,730
230251,Robert Johnson,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver,731
230258,Duke Kahanamoku,M,United States,USA,1924,Paris,Swimming,Swimming Men's 100 metres Freestyle,Silver,732
230259,Samuel Kahanamoku,M,United States,USA,1924,Paris,Swimming,Swimming Men's 100 metres Freestyle,Bronze,733
230260,Warren Kealoha,M,United States,USA,1924,Paris,Swimming,Swimming Men's 100 metres Backstroke,Gold,734
230261,John Sr.,M,United States,USA,1924,Paris,Rowing,Rowing Men's Double Sculls,Gold,735
230262,John Kennedy,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Fours,Bronze,736
230263,Howard Jr.,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,737
230264,Daniel Kinsey,M,United States,USA,1924,Paris,Athletics,Athletics Men's 110 metres Hurdles,Gold,738
230265,Edward Kirby,M,United States,USA,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,739
230267,William Kirschbaum,M,United States,USA,1924,Paris,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,740
230270,Frank Kriz,M,United States,USA,1924,Paris,Gymnastics,Gymnastics Men's Horse Vault,Gold,741
230277,Fidel Labarba,M,United States,USA,1924,Paris,Boxing,Boxing Men's Flyweight,Gold,742
230278,Ethel (-watkins),F,United States,USA,1924,Paris,Swimming,Swimming Women's 100 metres Freestyle,Gold,743
230279,Ethel (-watkins),F,United States,USA,1924,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,744
230280,Leo Larrivee,M,United States,USA,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,745
230281,Frederick Lauer,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,746
230283,Jeremiah Leconey,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,747
230285,Robert Legendre,M,United States,USA,1924,Paris,Athletics,Athletics Men's Pentathlon,Bronze,748
230287,Thomas Lieb,M,United States,USA,1924,Paris,Athletics,Athletics Men's Discus Throw,Bronze,749
230288,Alfred Lindley,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,750
230295,Joseph Macdonald,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,751
230306,Caesar (rambaldi-),M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,752
230309,Matthew Mcgrath,M,United States,USA,1924,Paris,Athletics,Athletics Men's Hammer Throw,Silver,753
230315,John Miller,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,754
230318,Edward Jr.,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Fours,Bronze,755
230319,George Mitchell,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,756
230322,Loren Murchison,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,757
230324,Chester Newton,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,758
230325,John Noel,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,759
230326,Martha -brown),F,United States,USA,1924,Paris,Swimming,Swimming Women's 400 metres Freestyle,Gold,760
230328,Emerson Norton,M,United States,USA,1924,Paris,Athletics,Athletics Men's Decathlon,Silver,761
230329,John Norton,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,762
230339,Eugene Oberst,M,United States,USA,1924,Paris,Athletics,Athletics Men's Javelin Throw,Bronze,763
230341,James O'connor,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,764
230342,James O'connor,M,United States,USA,1924,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,765
230343,John O'neil,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,766
230344,Harold (osborne-),M,United States,USA,1924,Paris,Athletics,Athletics Men's High Jump,Gold,767
230345,Harold (osborne-),M,United States,USA,1924,Paris,Athletics,Athletics Men's Decathlon,Gold,768
230346,Carl Osburn,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",Silver,769
230348,Charles Paddock,M,United States,USA,1924,Paris,Athletics,Athletics Men's 200 metres,Silver,770
230354,John Patrick,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,771
230366,Clarence Pinkston,M,United States,USA,1924,Paris,Diving,Diving Men's Springboard,Bronze,772
230367,Clarence Pinkston,M,United States,USA,1924,Paris,Diving,Diving Men's Platform,Bronze,773
230370,Clarence Platt,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,774
230374,Joie Ray,M,United States,USA,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,775
230375,Robin Reed,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,776
230376,Vincent Richards,M,United States,USA,1924,Paris,Tennis,Tennis Men's Singles,Gold,777
230379,Aileen (-soule),F,United States,USA,1924,Paris,Diving,Diving Women's Springboard,Silver,778
230380,Aileen (-soule),F,United States,USA,1924,Paris,Swimming,Swimming Women's 100 metres Backstroke,Bronze,779
230381,Ivan Riley,M,United States,USA,1924,Paris,Athletics,Athletics Men's 400 metres Hurdles,Bronze,780
230383,James Rockefeller,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,781
230384,Fred Sr.,M,United States,USA,1924,Paris,Polo,Polo Men's Polo,Silver,782
230385,William Rogers,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,783
230409,Joseph Salas,M,United States,USA,1924,Paris,Boxing,Boxing Men's Featherweight,Silver,784
230412,Jackson Scholz,M,United States,USA,1924,Paris,Athletics,Athletics Men's 100 metres,Silver,785
230413,Jackson Scholz,M,United States,USA,1924,Paris,Athletics,Athletics Men's 200 metres,Gold,786
230414,Rudolph Scholz,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,787
230415,George Schroth,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,788
230418,Samuel Sharman,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,789
230419,Frederick Sheffield,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,790
230421,William Silkworth,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Trap, Team",Gold,791
230422,Robert Skelton,M,United States,USA,1924,Paris,Swimming,Swimming Men's 200 metres Breaststroke,Gold,792
230423,Colby Slater,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,793
230424,Norman Slater,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,794
230426,Caroline (-macias),F,United States,USA,1924,Paris,Diving,Diving Women's Plain High,Gold,795
230430,John Spellman,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,796
230432,Benjamin Spock,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,797
230433,Harry Steel,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,798
230434,William Stevenson,M,United States,USA,1924,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,799
230435,Laurence Stoddard,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,800
230437,Walter Stokes,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold,801
230440,Walter Stokes,M,United States,USA,1924,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze,802
230447,Arthur Studenroth,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver,803
230449,Frederick Taylor,M,United States,USA,1924,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold,804
230451,Willard Jr.,M,United States,USA,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,805
230452,Frederic Tootell,M,United States,USA,1924,Paris,Athletics,Athletics Men's Hammer Throw,Gold,806
230454,Salvatore Tripoli,M,United States,USA,1924,Paris,Boxing,Boxing Men's Bantamweight,Silver,807
230455,Edward Turkington,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,808
230456,Alan Valentine,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,809
230458,Russell Vis,M,United States,USA,1924,Paris,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,810
230459,Herbert Vollmer,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,811
230460,Helen (-stelling),F,United States,USA,1924,Paris,Swimming,Swimming Women's 400 metres Freestyle,Silver,812
230463,Rodman Wanamaker,M,United States,USA,1924,Paris,Polo,Polo Men's Polo,Silver,813
230476,Mariechen (-jackson),F,United States,USA,1924,Paris,Swimming,Swimming Women's 100 metres Freestyle,Silver,814
230477,Mariechen (-jackson),F,United States,USA,1924,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,815
230478,Peter Weissmuller,M,United States,USA,1924,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,816
230479,Peter Weissmuller,M,United States,USA,1924,Paris,Swimming,Swimming Men's 100 metres Freestyle,Gold,817
230480,Peter Weissmuller,M,United States,USA,1924,Paris,Swimming,Swimming Men's 400 metres Freestyle,Gold,818
230481,Peter Weissmuller,M,United States,USA,1924,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,819
230483,Henry Welsford,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Fours,Bronze,820
230487,Albert White,M,United States,USA,1924,Paris,Diving,Diving Men's Springboard,Gold,821
230488,Albert White,M,United States,USA,1924,Paris,Diving,Diving Men's Platform,Gold,822
230489,Alan Williams,M,United States,USA,1924,Paris,Rugby,Rugby Men's Rugby,Gold,823
230492,Helen -roark),F,United States,USA,1924,Paris,Tennis,Tennis Women's Singles,Gold,824
230493,Alfred Wilson,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Eights,Gold,825
230496,Harold Wilson,M,United States,USA,1924,Paris,Rowing,Rowing Men's Coxed Pairs,Bronze,826
230498,Paul Wyatt,M,United States,USA,1924,Paris,Swimming,Swimming Men's 100 metres Backstroke,Silver,827
230505,Frederick Alderman,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,828
230510,Stephen Anderson,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver,829
230511,Lloyd Appleton,M,United States,USA,1928,Amsterdam,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,830
230512,George Baird,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,831
230514,Raymond Barbuti,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 400 metres,Gold,832
230515,Raymond Barbuti,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,833
230520,Alfred Bates,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Long Jump,Bronze,834
230521,Ernest Bayer,M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Coxless Fours,Silver,835
230523,Elizabeth (-campbell),F,United States,USA,1928,Amsterdam,Diving,Diving Women's Platform,Gold,836
230534,Edmund Black,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Hammer Throw,Bronze,837
230536,Donald Blessing,M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold,838
230539,Charles Borah,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,839
230545,John Brinck,M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold,840
230546,Herman Brix,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Shot Put,Silver,841
230547,Hubert (-aspinwall),M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold,842
230550,George Calnan,M,United States,USA,1928,Amsterdam,Fencing,"Fencing Men's epee, Individual",Bronze,843
230556,Sabin Carr,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Pole Vault,Gold,844
230560,Levi Casey,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Triple Jump,Silver,845
230567,Austin Clapp,M,United States,USA,1928,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,846
230572,Georgia (-gilson),F,United States,USA,1928,Amsterdam,Diving,Diving Women's Springboard,Bronze,847
230573,Georgia (-gilson),F,United States,USA,1928,Amsterdam,Diving,Diving Women's Platform,Silver,848
230574,John Collier,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Bronze,849
230578,Lillian (drossin-),F,United States,USA,1928,Amsterdam,Athletics,Athletics Women's Discus Throw,Silver,850
230579,James Corson,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Discus Throw,Bronze,851
230580,Paul Costello,M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Double Sculls,Gold,852
230583,Clarence Jr.,M,United States,USA,1928,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,853
230586,Jessie (-west),F,United States,USA,1928,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,854
230587,Frank Cuhel,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,Silver,855
230591,John Daley,M,United States,USA,1928,Amsterdam,Boxing,Boxing Men's Bantamweight,Silver,856
230592,William Dally,M,United States,USA,1928,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold,857
230599,Ulise Desjardins,M,United States,USA,1928,Amsterdam,Diving,Diving Men's Springboard,Gold,858
230600,Ulise Desjardins,M,United States,USA,1928,Amsterdam,Diving,Diving Men's Platform,Gold,859
230601,Harold Devine,M,United States,USA,1928,Amsterdam,Boxing,Boxing Men's Featherweight,Bronze,860
